loan_sequence_no,monthly_reporting_period,curr_actual_upb,curr_loan_delinquency_status,loan_age,remaining_months_to_legal_maturity,curr_interest_rate,curr_deferred_upb
F116Q1049401,201602,239000.0,0,0,360,4.625,0
F116Q1049403,201605,259000.0,1,3,357,4.75,0
F116Q1049403,201606,259000.0,1,4,356,4.75,0
F116Q1049403,201608,259000.0,1,6,354,4.75,0
F116Q1049403,201611,257682.84,1,9,351,4.75,0
F116Q1049403,201612,257346.55,1,10,350,4.75,0
F116Q1049408,201608,0.0,0,6,354,4.625,0
F116Q1049415,201612,311576.32,0,10,350,4.25,0
F116Q1049426,201604,60000.0,1,2,358,5.0,0
F116Q1049438,201612,330199.46,1,10,350,4.125,0
F116Q1049455,201612,221373.99,0,10,350,4.0,0
F116Q1049468,201604,417000.0,1,2,358,4.125,0
F116Q1049484,201608,232000.0,0,6,354,3.875,0
F116Q1049494,201609,205398.98,0,7,353,4.125,0
F116Q1049506,201610,311245.28,0,8,352,3.875,0
F116Q1049547,201603,193000.0,0,0,180,3.625,0
F116Q1049564,201608,319000.0,1,6,354,4.75,0
F116Q1049564,201609,318180.52,1,7,353,4.75,0
F116Q1049564,201610,317767.44,1,8,352,4.75,0
F116Q1049573,201602,205000.0,0,0,180,3.75,0
F116Q1049591,201612,599107.3,1,10,350,4.0,0
F116Q1049622,201611,268999.12,0,8,171,3.25,0
F116Q1049641,201605,255000.0,1,2,358,4.75,0
F116Q1049644,201607,175000.0,0,5,355,4.625,0
F116Q1049644,201610,174657.7,0,8,352,4.625,0
F116Q1049645,201605,393000.0,1,3,357,4.625,0
F116Q1049657,201605,299000.0,1,3,357,4.625,0
F116Q1049685,201606,403000.0,1,4,356,4.125,0
F116Q1049708,201606,622000.0,0,4,356,4.375,0
F116Q1049753,201608,238000.0,0,6,354,4.75,0
F116Q1049766,201609,247508.72,0,7,353,4.125,0
F116Q1049775,201607,265000.0,1,5,355,4.625,0
F116Q1049775,201608,265000.0,1,6,354,4.625,0
F116Q1049775,201609,264622.45,1,7,353,4.625,0
F116Q1049791,201605,232000.0,1,3,237,4.25,0
F116Q1049791,201607,231000.0,1,5,235,4.25,0
F116Q1049791,201608,230000.0,1,6,234,4.25,0
F116Q1049802,201608,100000.0,1,6,354,4.5,0
F116Q1049803,201611,104724.67,0,9,351,4.5,0
F116Q1049848,201608,139000.0,0,5,355,4.25,0
F116Q1049853,201602,129000.0,0,0,180,3.25,0
F116Q1049944,201609,357568.32,0,7,353,3.625,0
F116Q1049955,201611,0.0,1,9,351,4.75,0
F116Q1049962,201604,67000.0,1,2,178,3.125,0
F116Q1049996,201607,142000.0,1,5,175,3.5,0
F116Q1050001,201604,124000.0,0,2,178,3.375,0
F116Q1050059,201604,100000.0,0,2,358,4.875,0
F116Q1050067,201609,163025.63,0,7,353,3.875,0
F116Q1050077,201612,216147.7,1,10,170,3.25,0
F116Q1050119,201608,247000.0,1,6,174,3.375,0
F116Q1050119,201610,244454.65,1,8,172,3.375,0
F116Q1050124,201605,221000.0,0,3,177,3.375,0
F116Q1050144,201607,80000.0,0,5,174,4.125,0
F116Q1050166,201608,381000.0,0,5,355,4.25,0
F116Q1050177,201612,0.0,1,10,350,4.5,0
F116Q1050204,201605,115000.0,0,3,177,3.625,0
F116Q1050223,201607,282000.0,1,5,355,4.5,0
F116Q1050245,201606,94000.0,0,4,116,3.875,0
F116Q1050253,201611,109129.93,0,8,351,4.75,0
F116Q1050265,201609,307693.2,0,7,353,4.5,0
F116Q1050288,201604,250000.0,1,2,358,4.25,0
F116Q1050319,201610,98426.39,1,8,352,4.625,0
F116Q1050319,201611,98426.39,1,9,351,4.625,0
F116Q1050330,201611,176533.63,1,9,351,4.99,0
F116Q1050341,201607,168000.0,1,4,356,4.99,0
F116Q1050344,201607,414000.0,1,4,355,3.75,0
F116Q1050392,201610,337911.23,0,8,172,3.375,0
F116Q1050397,201606,248000.0,1,4,176,3.375,0
F116Q1050401,201608,208000.0,0,6,174,3.375,0
F116Q1050506,201609,176990.1,0,7,353,3.875,0
F116Q1050508,201607,156000.0,0,5,355,4.0,0
F116Q1050510,201606,248000.0,1,4,356,4.75,0
F116Q1050510,201607,248000.0,1,5,355,4.75,0
F116Q1050510,201611,246109.24,1,9,351,4.75,0
F116Q1050510,201612,246109.24,1,10,350,4.75,0
F116Q1050552,201605,159000.0,0,3,357,3.875,0
F116Q1050569,201605,237000.0,0,3,357,4.25,0
F116Q1050586,201606,160000.0,1,3,357,4.0,0
F116Q1050586,201612,158376.79,1,9,351,4.0,0
F116Q1050591,201610,86212.61,0,8,232,4.75,0
F116Q1050601,201608,169000.0,1,6,354,4.25,0
F116Q1050602,201612,226721.58,0,10,350,4.125,0
F116Q1050632,201606,337000.0,0,3,356,4.125,0
F116Q1050644,201603,84000.0,0,1,179,3.5,0
F116Q1050662,201611,97155.26,1,9,171,4.125,0
F116Q1050662,201612,96743.26,1,10,170,4.125,0
F116Q1050670,201604,137000.0,0,2,298,5.125,0
F116Q1050713,201609,123922.92,0,7,173,3.625,0
F116Q1050773,201609,245655.36,0,7,353,4.875,0
F116Q1050785,201605,440000.0,0,3,357,4.0,0
F116Q1050785,201610,435921.53,0,8,352,4.0,0
F116Q1050792,201612,86847.43,0,10,350,4.625,0
F116Q1050810,201604,190000.0,0,2,358,4.75,0
F116Q1050830,201607,208000.0,1,5,355,4.0,0
F116Q1050856,201610,194000.0,0,6,174,3.0,0
F116Q1050866,201607,258000.0,0,5,355,4.0,0
F116Q1050867,201611,271541.46,1,9,351,4.25,0
F116Q1050935,201612,221131.04,1,10,350,4.75,0
F116Q1051000,201608,310000.0,1,5,355,4.25,0
F116Q1051004,201611,276478.54,0,9,351,4.25,0
F116Q1051053,201603,80000.0,0,1,179,4.375,0
F116Q1051060,201604,85000.0,1,2,178,4.25,0
F116Q1051060,201605,84000.0,1,3,177,4.25,0
F116Q1051093,201604,189000.0,1,2,358,4.625,0
F116Q1051097,201604,170000.0,1,2,358,4.75,0
F116Q1051128,201611,241192.97,1,9,351,4.75,0
F116Q1051143,201609,291941.81,0,7,174,2.875,0
F116Q1051158,201609,148126.3,1,7,173,4.125,0
F116Q1051158,201610,148126.3,1,8,172,4.125,0
F116Q1051158,201611,148126.3,1,9,171,4.125,0
F116Q1051158,201612,148126.3,1,10,170,4.125,0
F116Q1051226,201607,279000.0,1,5,175,3.0,0
F116Q1051228,201607,168000.0,0,5,175,3.0,0
F116Q1051254,201608,154000.0,0,5,355,4.25,0
F116Q1051291,201604,179000.0,1,2,358,4.625,0
F116Q1051327,201606,412000.0,1,3,357,4.0,0
F116Q1051328,201612,319020.15,1,10,350,4.5,0
F116Q1051335,201602,417000.0,0,0,360,4.5,0
F116Q1051355,201612,481436.21,1,10,350,4.375,0
F116Q1051394,201603,210000.0,0,0,360,4.75,0
F116Q1051398,201612,170123.54,1,9,351,4.625,0
F116Q1051407,201611,156215.41,1,9,351,4.125,0
F116Q1051414,201603,314000.0,0,1,359,4.5,0
F116Q1051423,201611,253202.21,1,8,351,4.125,0
F116Q1051426,201612,148931.51,1,10,350,4.375,0
F116Q1051433,201605,90000.0,1,3,357,4.375,0
F116Q1051435,201604,96000.0,0,1,359,4.0,0
F116Q1051454,201612,207153.05,0,10,350,4.25,0
F116Q1051486,201602,122000.0,0,0,360,5.125,0
F116Q1051496,201608,229000.0,0,6,354,4.125,0
F116Q1051503,201604,265000.0,1,2,358,3.99,0
F116Q1051504,201608,0.0,0,6,354,3.99,0
F116Q1051509,201604,137000.0,1,2,358,4.625,0
F116Q1051528,201609,206017.18,0,7,353,4.375,0
F116Q1051546,201608,244000.0,0,6,174,3.375,0
F116Q1051549,201608,145000.0,0,6,174,3.25,0
F116Q1051564,201603,213000.0,0,1,359,4.25,0
F116Q1051565,201605,109000.0,1,3,117,3.5,0
F116Q1051565,201606,107000.0,1,4,116,3.5,0
F116Q1051634,201610,395236.42,0,8,352,4.0,0
F116Q1051641,201609,185000.0,1,5,235,3.625,0
F116Q1051641,201610,185000.0,1,6,234,3.625,0
F116Q1051665,201610,197667.64,0,8,352,4.0,0
F116Q1051676,201608,415000.0,1,4,356,4.125,0
F116Q1051676,201609,414000.0,1,5,355,4.125,0
F116Q1051680,201608,278000.0,0,6,354,4.25,0
F116Q1051698,201607,179000.0,1,5,355,4.875,0
F116Q1051746,201606,161000.0,1,2,358,3.75,0
F116Q1051759,201604,228000.0,0,2,238,3.875,0
F116Q1051802,201612,145882.04,0,10,350,4.125,0
F116Q1051807,201611,302870.26,1,9,351,3.99,0
F116Q1051807,201612,302415.78,1,10,350,3.99,0
F116Q1051817,201604,416000.0,0,2,358,3.99,0
F116Q1051829,201602,246000.0,0,0,360,3.99,0
F116Q1051833,201603,164000.0,0,1,359,3.99,0
F116Q1051888,201610,143648.28,1,8,352,4.5,0
F116Q1051933,201605,290000.0,1,3,357,4.625,0
F116Q1051946,201610,284161.2,0,8,352,4.125,0
F116Q1051964,201606,403000.0,1,4,356,4.25,0
F116Q1051978,201605,319000.0,0,2,358,4.375,0
F116Q1051995,201608,403000.0,1,5,355,4.5,0
F116Q1051995,201609,403000.0,1,6,354,4.5,0
F116Q1051995,201610,402854.65,1,7,353,4.5,0
F116Q1051995,201611,402313.27,1,8,352,4.5,0
F116Q1051995,201612,402313.27,1,9,351,4.5,0
F116Q1052018,201611,206718.8,0,8,352,4.375,0
F116Q1052044,201604,538000.0,1,2,358,4.125,0
F116Q1052057,201602,417000.0,0,0,240,3.75,0
F116Q1052118,201605,251000.0,0,3,357,4.125,0
F116Q1052185,201611,98859.14,1,8,352,4.125,0
F116Q1052211,201605,281000.0,1,3,357,4.625,0
F116Q1052256,201605,178000.0,1,3,177,3.625,0
F116Q1052259,201608,290000.0,1,5,175,4.0,0
F116Q1052264,201608,128000.0,0,4,356,3.625,0
F116Q1052275,201608,186000.0,1,6,354,4.5,0
F116Q1052275,201610,185256.75,1,8,352,4.5,0
F116Q1052275,201611,184750.22,1,9,351,4.5,0
F116Q1052302,201612,66605.04,0,10,170,3.875,0
F116Q1052381,201607,256000.0,1,5,355,4.125,0
F116Q1052390,201608,373000.0,0,4,356,4.0,0
F116Q1052406,201606,164000.0,0,3,357,4.125,0
F116Q1052428,201607,342000.0,0,4,356,4.125,0
F116Q1052444,201607,282000.0,1,4,355,4.25,0
F116Q1052444,201608,282000.0,1,5,354,4.25,0
F116Q1052444,201609,281000.0,1,6,353,4.25,0
F116Q1052444,201610,280838.15,1,7,352,4.25,0
F116Q1052444,201611,280439.62,1,8,351,4.25,0
F116Q1052444,201612,280439.62,1,9,350,4.25,0
F116Q1052457,201607,157000.0,1,4,356,4.5,0
F116Q1052574,201608,235000.0,0,6,354,4.18,0
F116Q1052582,201610,259018.06,0,8,352,4.05,0
F116Q1052613,201611,365790.88,0,9,351,4.25,0
F116Q1052615,201609,213894.54,1,7,353,4.25,0
F116Q1052622,201607,154000.0,0,5,355,4.25,0
F116Q1052623,201611,128117.69,0,8,352,4.25,0
F116Q1052629,201611,0.0,0,8,351,4.05,0
F116Q1052659,201607,559000.0,0,5,355,4.375,0
F116Q1052837,201611,304818.7,0,8,351,4.18,0
F116Q1052852,201606,275000.0,0,4,357,4.25,0
F116Q1052857,201609,163407.23,0,7,354,4.5,0
F116Q1052889,201604,182000.0,0,1,359,4.375,0
F116Q1052898,201604,311000.0,0,2,358,4.125,0
F116Q1052899,201609,205364.47,0,7,353,4.25,0
F116Q1052929,201610,242150.07,0,8,352,4.05,0
F116Q1052951,201603,355000.0,0,1,360,4.5,0
F116Q1053015,201609,300807.24,0,7,353,4.5,0
F116Q1053064,201607,156000.0,1,5,355,4.75,0
F116Q1053085,201608,259000.0,0,6,354,4.625,0
F116Q1053104,201611,168705.15,1,9,351,4.75,0
F116Q1053182,201611,365692.06,1,9,351,4.625,0
F116Q1053187,201612,269108.46,0,10,350,4.75,0
F116Q1053218,201606,165000.0,1,4,176,3.375,0
F116Q1053227,201608,146000.0,0,6,174,3.625,0
F116Q1053257,201610,174315.38,0,8,172,3.1489999999999996,0
F116Q1053260,201606,247000.0,0,3,177,3.0,0
F116Q1053260,201612,239987.24,0,9,171,3.0,0
F116Q1053360,201605,325000.0,0,3,357,4.125,0
F116Q1053396,201609,194039.76,0,7,353,3.75,0
F116Q1053479,201610,221469.49,1,8,352,4.5,0
F116Q1053479,201611,220564.12,1,9,351,4.5,0
F116Q1053506,201606,361000.0,0,3,357,4.625,0
F116Q1053512,201603,293000.0,0,1,359,4.5,0
F116Q1053540,201603,90000.0,0,0,240,3.875,0
F116Q1053613,201602,385000.0,0,0,360,4.25,0
F116Q1053614,201608,283000.0,0,6,354,4.375,0
F116Q1053616,201603,291000.0,0,1,359,4.375,0
F116Q1053637,201606,399000.0,1,4,356,4.125,0
F116Q1053647,201609,320323.81,0,7,353,3.99,0
F116Q1053650,201603,206000.0,0,0,359,4.25,0
F116Q1053680,201604,129000.0,1,2,358,3.75,0
F116Q1053683,201602,339000.0,0,0,360,4.0,0
F116Q1053693,201611,36772.78,0,8,232,3.625,0
F116Q1053733,201607,250000.0,0,5,355,4.125,0
F116Q1053753,201611,210092.68,0,9,351,4.0,0
F116Q1053756,201610,79039.21,0,7,172,4.125,0
F116Q1053795,201604,222000.0,0,2,358,4.25,0
F116Q1053814,201605,271000.0,0,2,358,4.125,0
F116Q1053817,201611,142332.02,0,7,173,2.75,0
F116Q1053836,201605,103000.0,0,3,357,3.95,0
F116Q1053839,201611,179392.01,1,8,352,4.875,0
F116Q1053855,201609,198000.0,0,5,355,3.75,0
F116Q1053899,201603,394000.0,0,1,179,3.5,0
F116Q1053905,201612,251584.77,0,10,350,4.5,0
F116Q1054035,201602,134000.0,0,0,361,4.125,0
F116Q1054051,201604,280000.0,0,1,359,4.125,0
F116Q1054068,201609,53000.0,0,6,354,4.875,0
F116Q1054073,201604,218000.0,0,2,358,4.125,0
F116Q1054076,201604,209000.0,1,1,358,4.99,0
F116Q1054080,201609,100000.0,0,6,114,3.5,0
F116Q1054117,201606,99000.0,0,4,356,4.125,0
F116Q1054132,201604,524000.0,1,2,358,4.5,0
F116Q1054145,201611,311457.2,0,9,351,4.5,0
F116Q1054182,201607,248000.0,0,4,296,4.45,0
F116Q1054206,201603,291000.0,0,1,359,3.875,0
F116Q1054217,201610,191805.02,1,8,352,4.375,0
F116Q1054223,201605,341000.0,1,3,357,4.375,0
F116Q1054234,201604,416000.0,1,2,358,4.125,0
F116Q1054234,201611,411963.45,1,9,351,4.125,0
F116Q1054236,201611,222170.3,1,9,351,4.25,0
F116Q1054249,201610,332166.76,1,8,352,4.125,0
F116Q1054250,201611,180341.03,1,9,351,4.625,0
F116Q1054257,201611,293171.17,0,9,351,4.25,0
F116Q1054259,201611,205678.88,1,9,351,4.25,0
F116Q1054261,201609,344458.03,1,7,353,4.99,0
F116Q1054261,201610,344031.09,1,8,352,4.99,0
F116Q1054261,201611,343602.38,1,9,351,4.99,0
F116Q1054352,201607,208000.0,1,5,355,4.375,0
F116Q1054354,201607,127000.0,0,5,355,4.625,0
F116Q1054368,201608,279000.0,1,6,354,4.125,0
F116Q1054368,201610,278080.99,1,8,352,4.125,0
F116Q1054381,201606,203000.0,0,4,356,4.375,0
F116Q1054385,201611,311922.1,1,9,351,4.625,0
F116Q1054400,201611,68935.95,1,8,352,4.375,0
F116Q1054447,201610,126914.13,1,8,352,4.875,0
F116Q1054473,201612,163764.9,1,10,350,3.875,0
F116Q1054493,201605,414000.0,0,3,357,3.875,0
F116Q1054518,201604,304000.0,1,2,358,4.25,0
F116Q1054518,201606,303000.0,1,4,356,4.25,0
F116Q1054518,201607,303000.0,1,5,355,4.25,0
F116Q1054518,201608,303000.0,1,6,354,4.25,0
F116Q1054518,201609,303160.85,1,7,353,4.25,0
F116Q1054518,201610,0.0,1,8,352,4.25,0
F116Q1054559,201610,137271.17,1,7,173,3.5,0
F116Q1054611,201604,429000.0,1,2,358,3.875,0
F116Q1054619,201603,241000.0,0,1,359,4.75,0
F116Q1054649,201605,183000.0,1,3,357,4.875,0
F116Q1054670,201604,267000.0,1,2,358,4.75,0
F116Q1054677,201608,69000.0,1,6,354,4.25,0
F116Q1054679,201606,187000.0,1,3,357,4.625,0
F116Q1054693,201604,145000.0,1,2,178,3.5,0
F116Q1054693,201605,145000.0,1,3,177,3.5,0
F116Q1054693,201606,144000.0,1,4,176,3.5,0
F116Q1054755,201610,156200.71,0,8,352,4.375,0
F116Q1054777,201607,123000.0,1,5,355,4.625,0
F116Q1054855,201608,224000.0,1,6,354,4.625,0
F116Q1054891,201607,134000.0,1,5,355,4.75,0
F116Q1054891,201608,134000.0,1,6,354,4.75,0
F116Q1054891,201609,133547.03,1,7,353,4.75,0
F116Q1054891,201610,133374.56,1,8,352,4.75,0
F116Q1054891,201611,133027.58,1,9,351,4.75,0
F116Q1054891,201612,132853.06,1,10,350,4.75,0
F116Q1054903,201608,328000.0,1,6,174,3.5,0
F116Q1054903,201609,324986.61,1,7,173,3.5,0
F116Q1054912,201602,113000.0,0,0,360,4.125,0
F116Q1054926,201606,100000.0,1,4,356,4.25,0
F116Q1054926,201608,100000.0,1,6,354,4.25,0
F116Q1054948,201607,469000.0,0,4,356,4.25,0
F116Q1054971,201611,171056.24,1,9,351,4.625,0
F116Q1055013,201606,117000.0,1,4,356,4.625,0
F116Q1055013,201607,117000.0,1,5,355,4.625,0
F116Q1055013,201608,117000.0,1,6,354,4.625,0
F116Q1055013,201609,117035.04,1,7,353,4.625,0
F116Q1055013,201610,116880.45,1,8,352,4.625,0
F116Q1055013,201611,116725.27,1,9,351,4.625,0
F116Q1055013,201612,116569.49,1,10,350,4.625,0
F116Q1055014,201604,397000.0,1,2,358,4.625,0
F116Q1055014,201612,392787.01,1,10,350,4.625,0
F116Q1055026,201605,381000.0,1,3,357,4.25,0
F116Q1055036,201602,324000.0,0,0,360,4.375,0
F116Q1055080,201606,80000.0,0,4,356,4.625,0
F116Q1055103,201609,152000.0,0,6,174,3.25,0
F116Q1055134,201607,127000.0,0,5,355,4.375,0
F116Q1055137,201611,239893.46,1,9,351,5.125,0
F116Q1055163,201610,113027.87,1,8,352,4.125,0
F116Q1055169,201612,120431.42,1,10,351,4.125,0
F116Q1055178,201606,215000.0,0,3,357,4.25,0
F116Q1055191,201605,115000.0,0,3,177,3.0,0
F116Q1055234,201610,57262.53,0,8,172,3.0,0
F116Q1055266,201606,156000.0,1,4,176,3.125,0
F116Q1055280,201608,132000.0,0,5,355,4.25,0
F116Q1055297,201605,154000.0,1,2,178,3.125,0
F116Q1055297,201608,151000.0,1,5,175,3.125,0
F116Q1055297,201609,150000.0,1,6,174,3.125,0
F116Q1055297,201610,149769.04,1,7,173,3.125,0
F116Q1055297,201611,149079.32,1,8,172,3.125,0
F116Q1055297,201612,148387.81,1,9,171,3.125,0
F116Q1055353,201609,209805.26,0,7,353,3.99,0
F116Q1055360,201609,237507.43,0,7,354,3.99,0
F116Q1055367,201606,95000.0,1,4,356,4.625,0
F116Q1055367,201611,93982.35,1,9,351,4.625,0
F116Q1055420,201607,178000.0,0,5,355,4.49,0
F116Q1055445,201606,221000.0,0,4,356,4.25,0
F116Q1055450,201612,179561.05,0,10,350,4.375,0
F116Q1055463,201609,0.0,0,7,353,4.125,0
F116Q1055500,201612,328903.62,1,10,350,4.375,0
F116Q1055545,201604,308000.0,0,2,358,4.375,0
F116Q1055576,201607,412000.0,0,4,356,3.99,0
F116Q1055613,201602,257000.0,0,0,360,4.375,0
F116Q1055613,201609,0.0,1,7,353,4.375,0
F116Q1055618,201606,227000.0,0,4,177,3.375,0
F116Q1055625,201604,643000.0,1,2,358,4.625,0
F116Q1055656,201604,416000.0,1,2,358,3.75,0
F116Q1055701,201612,234540.26,0,8,352,3.625,0
F116Q1055708,201605,238000.0,1,2,178,3.875,0
F116Q1055719,201606,354000.0,0,3,357,4.375,0
F116Q1055799,201607,349000.0,0,4,356,4.25,0
F116Q1055803,201602,255000.0,0,0,240,3.875,0
F116Q1055810,201604,135000.0,0,0,360,3.875,0
F116Q1055828,201612,411920.19,1,9,351,3.75,0
F116Q1055893,201608,366000.0,0,5,355,3.875,0
F116Q1055905,201606,251000.0,1,3,357,4.625,0
F116Q1055910,201603,204000.0,0,1,359,4.625,0
F116Q1055948,201605,281000.0,0,2,358,4.125,0
F116Q1055981,201608,258000.0,0,5,355,4.0,0
F116Q1056093,201608,595000.0,1,6,354,4.25,0
F116Q1056134,201610,236422.04,1,8,352,4.875,0
F116Q1056137,201610,190249.82,1,8,352,4.625,0
F116Q1056147,201605,234000.0,1,2,357,4.125,0
F116Q1056149,201604,197000.0,0,2,357,4.5,0
F116Q1056178,201612,134594.57,0,9,351,4.25,0
F116Q1056203,201609,170000.0,1,6,354,4.125,0
F116Q1056203,201611,169798.9,1,8,352,4.125,0
F116Q1056203,201612,169551.37,1,9,351,4.125,0
F116Q1056234,201604,168000.0,1,2,358,4.375,0
F116Q1056234,201605,168000.0,1,3,357,4.375,0
F116Q1056234,201606,167000.0,1,4,356,4.375,0
F116Q1056234,201610,166547.04,1,8,352,4.375,0
F116Q1056234,201612,166081.5,1,10,350,4.375,0
F116Q1056235,201610,174615.65,1,7,353,4.375,0
F116Q1056255,201604,190000.0,1,2,358,4.25,0
F116Q1056255,201605,189000.0,1,3,357,4.25,0
F116Q1056255,201606,189000.0,1,4,356,4.25,0
F116Q1056257,201604,305000.0,1,2,358,4.375,0
F116Q1056257,201605,304000.0,1,3,357,4.375,0
F116Q1056270,201606,103000.0,1,3,357,4.75,0
F116Q1056283,201607,118000.0,1,4,236,4.125,0
F116Q1056296,201612,108903.78,1,9,351,4.125,0
F116Q1056313,201608,181000.0,1,6,234,4.375,0
F116Q1056313,201610,180106.14,1,8,232,4.375,0
F116Q1056339,201606,99000.0,1,4,176,3.375,0
F116Q1056339,201607,98000.0,1,5,175,3.375,0
F116Q1056371,201606,151000.0,1,3,177,3.625,0
F116Q1056408,201603,308000.0,0,1,359,4.375,0
F116Q1056489,201605,176000.0,1,2,358,5.25,0
F116Q1056489,201606,176000.0,1,3,357,5.25,0
F116Q1056498,201609,0.0,0,6,354,3.875,0
F116Q1056508,201604,157000.0,0,1,359,4.125,0
F116Q1056541,201608,145000.0,0,5,355,4.375,0
F116Q1056544,201612,145191.68,1,10,350,4.375,0
F116Q1056550,201603,151000.0,0,0,360,4.125,0
F116Q1056577,201611,368609.04,1,8,352,4.625,0
F116Q1056577,201612,368117.12,1,9,351,4.625,0
F116Q1056581,201610,235324.21,0,8,172,3.0,0
F116Q1056635,201605,92000.0,0,1,359,3.625,0
F116Q1056660,201606,111000.0,1,4,356,4.75,0
F116Q1056660,201607,111000.0,1,5,355,4.75,0
F116Q1056660,201608,111000.0,1,6,354,4.75,0
F116Q1056660,201609,110587.31,1,7,353,4.75,0
F116Q1056660,201610,110587.31,1,8,352,4.75,0
F116Q1056660,201611,110587.31,1,9,351,4.75,0
F116Q1056660,201612,110587.31,1,10,350,4.75,0
F116Q1056680,201608,124000.0,0,5,355,4.0,0
F116Q1056733,201609,206000.0,1,6,174,3.875,0
F116Q1056733,201611,203906.58,1,8,172,3.875,0
F116Q1056743,201606,164000.0,0,4,356,4.125,0
F116Q1056751,201608,86000.0,1,6,354,4.875,0
F116Q1056751,201610,85756.05,1,8,352,4.875,0
F116Q1056751,201611,85756.05,1,9,351,4.875,0
F116Q1056751,201612,85428.15,1,10,350,4.875,0
F116Q1056768,201606,203000.0,0,4,356,4.5,0
F116Q1056771,201612,131705.38,0,10,350,4.5,0
F116Q1056789,201612,46263.75,1,10,111,3.875,0
F116Q1056791,201607,274000.0,0,5,355,4.125,0
F116Q1056792,201607,159000.0,0,5,355,4.125,0
F116Q1056796,201610,140841.42,0,8,172,4.125,0
F116Q1056807,201608,154000.0,0,6,354,4.875,0
F116Q1056824,201604,111000.0,1,2,358,4.875,0
F116Q1056846,201609,89233.5,1,7,353,5.0,0
F116Q1056857,201607,122000.0,1,5,355,4.5,0
F116Q1056857,201610,122217.39,1,8,352,4.5,0
F116Q1056857,201612,121549.95,0,10,350,4.5,0
F116Q1056914,201612,358325.58,0,10,350,4.125,0
F116Q1056944,201608,282000.0,0,6,354,4.25,0
F116Q1056966,201606,218000.0,1,4,356,4.625,0
F116Q1056974,201606,270000.0,0,4,356,4.25,0
F116Q1056987,201607,305000.0,0,5,235,4.25,0
F116Q1056993,201612,104325.26,0,9,171,4.125,0
F116Q1056995,201611,177321.15,0,7,173,3.0,0
F116Q1057009,201609,173754.55,1,7,173,3.75,0
F116Q1057041,201607,182000.0,1,4,176,4.125,0
F116Q1057079,201612,202721.79,0,10,350,4.25,0
F116Q1057094,201611,220126.8,1,9,351,4.25,0
F116Q1057099,201608,218000.0,1,6,354,4.0,0
F116Q1057099,201611,217434.4,1,9,351,4.0,0
F116Q1057099,201612,217434.4,1,10,350,4.0,0
F116Q1057108,201608,199000.0,0,6,354,3.875,0
F116Q1057133,201608,186000.0,1,6,114,3.5,0
F116Q1057133,201609,184219.78,1,7,113,3.5,0
F116Q1057150,201603,257000.0,0,1,299,4.25,0
F116Q1057223,201605,179000.0,0,3,177,3.0,0
F116Q1057262,201604,110000.0,0,1,359,4.125,0
F116Q1057286,201606,256000.0,0,3,357,3.875,0
F116Q1057368,201608,99000.0,1,5,174,3.625,0
F116Q1057383,201611,296345.42,0,8,352,3.75,0
F116Q1057409,201612,246070.42,0,9,351,4.625,0
F116Q1057436,201607,266000.0,0,5,355,4.375,0
F116Q1057444,201611,92974.0,1,9,351,4.375,0
F116Q1057444,201612,92843.64,1,10,350,4.375,0
F116Q1057457,201609,113931.28,0,7,353,4.25,0
F116Q1057477,201606,219000.0,1,4,356,4.625,0
F116Q1057477,201607,218000.0,1,5,355,4.625,0
F116Q1057484,201610,174833.47,0,8,352,4.375,0
F116Q1057540,201611,163172.53,1,8,352,4.125,0
F116Q1057581,201611,617809.37,0,8,351,4.625,0
F116Q1057584,201611,204671.26,0,9,171,3.375,0
F116Q1057609,201610,212175.24,1,7,353,4.125,0
F116Q1057612,201607,167000.0,1,4,356,4.25,0
F116Q1057618,201605,137000.0,1,2,358,4.0,0
F116Q1057625,201610,400964.01,0,7,353,4.125,0
F116Q1057650,201604,330000.0,0,0,180,2.625,0
F116Q1057656,201607,392000.0,0,4,356,4.5,0
F116Q1057660,201606,257000.0,1,3,357,3.875,0
F116Q1057660,201608,256000.0,0,5,355,3.875,0
F116Q1057676,201606,62000.0,1,4,356,3.875,0
F116Q1057679,201605,180000.0,1,2,358,5.125,0
F116Q1057729,201607,255000.0,0,5,356,4.25,0
F116Q1057733,201609,336000.0,0,6,354,4.125,0
F116Q1057739,201612,236796.64,1,9,351,4.0,0
F116Q1057740,201606,223000.0,0,3,357,4.25,0
F116Q1057770,201611,336205.75,1,9,351,4.25,0
F116Q1057771,201605,216000.0,1,2,358,4.625,0
F116Q1057771,201606,216000.0,1,3,357,4.625,0
F116Q1057783,201611,169283.07,1,9,171,3.625,0
F116Q1057792,201604,125000.0,0,1,360,3.625,0
F116Q1057843,201605,158000.0,1,3,238,4.125,0
F116Q1057857,201610,135019.55,0,7,233,4.25,0
F116Q1057864,201610,49000.0,1,6,175,3.0,0
F116Q1057864,201611,48280.6,1,7,174,3.0,0
F116Q1057868,201609,293000.0,1,5,355,4.125,0
F116Q1057868,201610,293000.0,1,6,354,4.125,0
